platesmania/DW 6326V.jpg	DW 6326V	230,932;470,941;474,1002;233,990		
platesmania/NO 1038F.jpg	NO 1038F	348,648;487,685;482,733;342,693		
platesmania/PO 7AN52.jpg	PO 7AN52	661,474;973,473;975,534;660,536		
platesmania/NO 6028J.jpg	NO 6028J;WE 838NU;NKE AL72	936,717;1065,704;1054,742;928,754	109,337;170,340;173,359;110,355	1096,433;1166,440;1161,462;1089,453
platesmania/DKL MK69.jpg	DKL MK69	1111,946;1313,928;1313,969;1111,988		
platesmania/NO 0597L.jpg	NO 0597L	724,706;932,669;940,713;730,754		
platesmania/WI 150AV.jpg	WI 150AV	855,828;969,830;968,852;854,852		
platesmania/EL 755HA.jpg	EL 755HA	939,900;1260,852;1270,920;947,969		
platesmania/NO 1258A.jpg	NO 1258A	511,525;714,522;716,573;511,575		
platesmania/EZG 8R03.jpg	EZG 8R03	292,558;421,567;418,598;290,588		
platesmania/RP 78463.jpg	RP 78463	788,871;1031,870;1032,920;786,921		
platesmania/PO 0923T.jpg	PO 0923T	559,693;935,715;927,792;546,768		
platesmania/WKZ ER48.jpg	WKZ ER48	1117,862;1175,853;1176,870;1117,877		
platesmania/DST K490.jpg	DST K490	841,713;1061,711;1064,758;845,758		
platesmania/LKS 42X6.jpg	LKS 42X6	509,691;791,696;791,753;509,750		
platesmania/KMY 3U82.jpg	KMY 3U82	431,666;778,695;769,770;424,738		
platesmania/WY 9724W.jpg	WY 9724W	324,383;484,385;482,416;320,415		
platesmania/WW 577XV.jpg	WW 577XV	222,360;449,367;446,418;219,410		
platesmania/RMI 06744.jpg	RMI 06744	278,566;432,562;432,599;275,602		
platesmania/PPL 8H50.jpg	PPL 8H50	282,434;382,432;383,452;282,453		
platesmania/SY 1348H.jpg	SY 1348H	736,831;943,829;943,870;736,871		
platesmania/WPI 57897.jpg	WPI 57897	299,583;552,585;545,642;293,638		
platesmania/TK 0003T.jpg	TK 0003T	843,492;1178,432;1178,503;851,567		
platesmania/DOA 55030.jpg	DOA 55030	283,753;439,755;433,799;274,794		
platesmania/RZE 02602.jpg	RZE 02602	322,595;526,628;522,673;318,639		
platesmania/KWI 59499.jpg	KWI 59499	408,968;633,961;634,1012;409,1019		
platesmania/NO 0021K.jpg	NO 0021K	814,738;1063,748;1052,803;807,796		
platesmania/G5 ROKSI.jpg	G5 ROKSI	1206,757;1352,722;1355,763;1209,798		
platesmania/WS 69470.jpg	WS 69470	1091,1310;1263,1309;1263,1344;1090,1344		
platesmania/WG 85484.jpg	WG 85484	950,445;1049,432;1057,464;956,478		
platesmania/DJ 62130.jpg	DJ 62130	1360,660;1570,608;1578,672;1368,734		
platesmania/NO 3535R.jpg	NO 3535R	422,737;578,745;578,782;422,772		
platesmania/WWL 5603E.jpg	WWL 5603E	743,855;895,859;895,891;741,887		
platesmania/TBU V954.jpg	TBU V954	1013,1034;1183,1011;1181,1043;1012,1067		
platesmania/WPR 28409.jpg	WPR 28409	1190,838;1400,741;1393,800;1187,907		
platesmania/SI 55559.jpg	SI 55559	1002,944;1170,921;1173,957;1002,980		
platesmania/RP 32185.jpg	RP 32185	1061,717;1185,706;1182,737;1062,745		
platesmania/NO 5040P.jpg	NO 5040P	355,804;664,811;670,881;367,869		
platesmania/WE 92878.jpg	WE 92878	357,597;490,603;484,636;352,630		
platesmania/WPZ 31418.jpg	WPZ 31418	236,710;502,731;508,792;246,768		
platesmania/WGR 09222.jpg	WGR 09222	507,743;651,757;649,787;506,773		
platesmania/OP 2047J.jpg	OP 2047J	183,764;237,764;237,781;182,779		
platesmania/KWA 7KF7.jpg	KWA 7KF7	372,774;651,797;649,856;367,831		
platesmania/LLU 34854.jpg	LLU 34854	936,1227;1122,1231;1123,1267;936,1265		
platesmania/WY 5754W.jpg	WY 5754W	1129,880;1268,869;1268,902;1128,912		
platesmania/NLI 14UU.jpg	NLI 14UU	275,643;375,679;373,709;273,672		
platesmania/NO 1537C.jpg	NO 1537C	649,346;806,333;812,369;651,384		
platesmania/LKS AM08.jpg	LKS AM08	1087,634;1363,644;1365,703;1089,694		
platesmania/GSP 30XP.jpg	GSP 30XP	150,706;268,725;267,764;150,745		
platesmania/KRA 98505.jpg	KRA 98505	775,983;884,979;884,1002;775,1006		
platesmania/RLU 32NM.jpg	RLU 32NM	664,684;932,659;935,713;667,742	141,531;238,517;239,538;141,551	
platesmania/SZY 4FS4.jpg	SZY 4FS4	282,860;547,858;546,912;280,916		
platesmania/CT 7031L.jpg	CT 7031L	312,669;415,676;414,700;311,691		
platesmania/WZ 8682H.jpg	WZ 8682H	397,647;579,659;576,707;393,691		
platesmania/DLW CR34.jpg	DLW CR34	873,243;1074,203;1076,246;873,282		
platesmania/GND 4L74.jpg	GND 4L74	711,576;939,571;941,618;711,623		
platesmania/WOS 46364.jpg	WOS 46364	147,769;369,916;387,982;166,833		
platesmania/RLU 19XH.jpg	RLU 19XH	184,649;394,682;399,743;188,708		
platesmania/LU 3172N.jpg	LU 3172N	990,849;1133,832;1140,870;996,889		
platesmania/NO 7279K.jpg	NO 7279K	989,758;1149,749;1146,790;986,801		
platesmania/DW 2E590.jpg	DW 2E590	331,537;581,537;582,594;330,592		
platesmania/WCI 20831.jpg	WCI 20831	1242,871;1506,761;1496,849;1232,971		
platesmania/WPZ 06310.jpg	WPZ 06310	914,874;1247,786;1231,857;909,952		
platesmania/WSI 2V40.jpg	WSI 2V40	295,691;388,693;390,711;296,708		
platesmania/PRA 76G2.jpg	PRA 76G2	1148,834;1321,820;1319,856;1146,871		
platesmania/SY 50607.jpg	SY 50607	358,882;641,873;641,931;358,940		
platesmania/BI 2641R.jpg	BI 2641R	840,907;962,906;962,931;839,933		
platesmania/WL 0770K.jpg	WL 0770K	668,1055;859,1020;863,1064;670,1099		
platesmania/GD 734NR.jpg	GD 734NR	409,600;602,606;600,648;409,639		
platesmania/RLU 42C5.jpg	RLU 42C5;RZ 6674M	624,589;791,581;792,616;624,627	1207,536;1328,526;1333,553;1210,562	
platesmania/B0 KAFKA.jpg	B0 KAFKA	315,817;533,842;530,895;310,866		
platesmania/DLB L607.jpg	DLB L607	881,622;1182,624;1187,686;882,690		
platesmania/RJA 81658.jpg	RJA 81658	889,733;1140,728;1143,785;890,791		
platesmania/WE 968PF.jpg	WE 968PF	309,786;526,796;528,843;310,834		
platesmania/WZY N013.jpg	WZY N013	1023,1076;1216,1070;1216,1107;1021,1113		
platesmania/SZ 0525P.jpg	SZ 0425P	903,1000;1033,1004;1034,1034;902,1030		
platesmania/GA 023CK.jpg	GA 023CK	306,544;529,558;518,622;298,605		
platesmania/WPI 30181.jpg	WPI 30181	1407,977;1612,925;1603,984;1395,1043		
platesmania/GA 561AF.jpg	GA 561AF	914,1035;1102,1044;1102,1082;912,1077		
platesmania/CB 774EL.jpg	CB 774EL	321,670;421,674;421,699;320,697		
platesmania/POS 31676.jpg	POS 31676	1072,850;1178,844;1178,874;1070,881		
platesmania/DJ 83104.jpg	DJ 83104	897,588;1180,604;1179,661;896,646		
platesmania/DW 8854T.jpg	DW 8854T	1125,604;1334,592;1328,657;1118,682		
platesmania/PZ 130KR.jpg	PZ 130KR	232,687;306,692;307,710;232,707		
platesmania/NO 68100.jpg	NO 68100	288,682;486,691;481,745;284,730		
platesmania/WW 025XL.jpg	WW 025XL	298,382;444,390;441,422;293,414		
platesmania/LU 2367L.jpg	LU 2367L	729,450;1032,428;1038,494;732,517		
platesmania/RP 64303.jpg	RP 64303	784,420;906,382;906,417;786,462		
platesmania/NIL 30436.jpg	NIL 30436	358,652;453,670;447,699;352,680		
platesmania/WO 17475.jpg	WO 17475	348,739;655,739;652,801;342,800		
platesmania/WO 43700.jpg	WO 43700	855,819;978,819;976,844;854,846		
platesmania/NO 8044G.jpg	NO 8044G	944,673;1150,653;1155,703;946,726		
platesmania/RLU 70NL.jpg	RLU 70NL	853,626;1071,613;1074,665;855,687		
platesmania/CSW 20WT.jpg	CSW 20WT	802,812;871,812;870,830;800,828		
platesmania/PKE 60F9.jpg	PKE 60F9	947,685;1162,659;1157,714;945,747		
platesmania/DKL 40E9.jpg	DKL 40E9	667,588;919,583;921,636;666,641		
platesmania/WE 730LR.jpg	WE 730LR	1221,1041;1419,1046;1419,1087;1219,1085		
platesmania/DW 778AJ.jpg	DW 778AJ	591,916;982,877;974,955;587,996		
platesmania/FGW 50T2.jpg	FGW 50T2	723,534;924,527;925,571;724,577		
platesmania/OP 2105G.jpg	OP 2105G	480,896;663,912;662,952;478,936		
platesmania/ST 9588K.jpg	ST 9588K	1454,753;1549,747;1556,783;1457,790		
platesmania/PNT 51823.jpg	PNT 51823	233,688;313,693;312,712;232,709		
platesmania/EL 420XX.jpg	EL 420XX	261,426;495,412;485,478;249,486		
platesmania/SL 7499A.jpg	SL 7499A	316,375;542,375;542,423;314,422		
platesmania/TBU 9E77.jpg	TBU 9E77	741,659;1006,653;1004,712;741,720		
platesmania/PO 4R667.jpg	PO 4R667	787,965;1144,974;1137,1048;784,1045		
platesmania/RP 59952.jpg	RP 59952	217,809;381,811;383,854;217,852		
platesmania/RZ 00505.jpg	RZ 00505	844,506;1106,495;1104,555;845,575		
platesmania/CTR 99JU.jpg	CTR 99JU	999,909;1120,908;1121,934;998,936		
platesmania/WGM 8R40.jpg	WGM 8R40	930,781;1120,781;1123,824;933,824		
platesmania/WT 08439.jpg	WT 08439	594,629;873,640;868,693;590,683		
platesmania/WF 5533P.jpg	WF 5533P	1196,747;1472,756;1472,813;1195,805		
platesmania/KN 770RG.jpg	KNS 770RG	730,847;822,846;822,867;729,868		
platesmania/NO 8993N.jpg	NO 8993N	297,548;561,584;552,649;285,611		
platesmania/PGN 178CP.jpg	PGN 178CP	270,802;481,809;479,857;266,849		
platesmania/OKL 31013.jpg	OKL 31013	1043,1022;1271,999;1271,1047;1041,1069		
platesmania/GD 9372N.jpg	GD 9372N	1070,882;1217,869;1219,909;1071,925		
platesmania/NOL 29398.jpg	NOL 29398	577,662;799,665;798,713;577,711		
platesmania/WB 1902G.jpg	WB 1902G	862,987;1081,982;1080,1025;862,1028		
platesmania/WB 4630L.jpg	WB 4630L	303,735;367,741;363,765;299,760		
platesmania/WB 1596N.jpg	WB 1596N	425,842;654,874;652,924;420,891		
platesmania/SB 75713.jpg	SB 75713	164,894;323,912;318,964;157,941		
platesmania/RZ 8345A.jpg	RZ 8345A	807,748;1092,691;1088,754;806,820		
platesmania/DW 8U398.jpg	DW 8U398	939,522;1199,523;1205,577;944,579		
platesmania/SG 6528R.jpg	SG 6528R	212,728;317,736;314,764;210,756		
platesmania/CG 85094.jpg	CG 85094	230,701;386,712;381,747;224,736		
platesmania/SB 6938J.jpg	SB 6938J	342,766;600,759;601,820;343,824		
platesmania/FG 96194.jpg	FG 96194	722,833;831,836;830,860;721,858		
platesmania/PO 2CC19.jpg	PO 2CC19	327,915;411,921;411,940;326,934		
platesmania/WE 1995V.jpg	WE 1995V	1348,960;1606,916;1599,984;1335,1034		
platesmania/KR 2X852.jpg	KR 2X852	1020,773;1171,774;1177,813;1024,813		
platesmania/PP 7613G.jpg	PP 7613G	856,588;1125,560;1128,617;862,652		
platesmania/WOR 51580.jpg	WOR 51580	466,1256;610,1267;610,1298;463,1286		
platesmania/WH 61947.jpg	WH 61947	391,835;608,837;607,882;388,881		
platesmania/CT 1764L.jpg	CT 1764L	433,613;620,618;620,654;433,655		
platesmania/LU 622FN.jpg	LU 622FN	136,370;210,371;211,394;136,391		
platesmania/DW 508US.jpg	DW 508US	1130,655;1348,656;1344,705;1127,709		
platesmania/LUB 47FT.jpg	LUB 47FT	720,540;1050,525;1055,597;722,611		
platesmania/LLE 01355.jpg	LLE 01355	375,644;588,677;584,728;374,693		
platesmania/NEL E251.jpg	NEL E251	658,887;736,895;739,918;661,911		
platesmania/LLU 17870.jpg	LLU 17870	807,887;959,886;958,916;807,920		
platesmania/WB 6959P.jpg	WB 6959P	947,772;1183,735;1184,788;948,828		
platesmania/GD 847MN.jpg	GD 847MN	426,872;564,872;565,900;426,901		
platesmania/WWY 55266.jpg	WWY 55266	415,1326;566,1329;567,1360;415,1357		
platesmania/SJZ 7CF3.jpg	SJZ 7CF3	1079,946;1241,927;1240,959;1077,979		
platesmania/SBI 57WH.jpg	SBI 57WH	246,776;370,780;372,814;246,809		
platesmania/SWD 13459.jpg	SWD 13459	669,684;1004,698;1001,767;664,750		
platesmania/SBI 43284.jpg	SBI 43284	1072,934;1264,910;1265,950;1073,975		
platesmania/WX 81011.jpg	WX 81011	1155,848;1483,793;1477,874;1155,938		
platesmania/WE 753NR.jpg	WE 753NR	926,542;1106,530;1117,573;936,587		
platesmania/RLU 70GY.jpg	RLU 70GY	810,412;1003,397;1005,441;812,459		
platesmania/GKA 02J2.jpg	GKA 02J2	970,866;1092,863;1093,890;969,892		
platesmania/OP 9363G.jpg	OP 9363G	425,884;517,886;517,905;425,902		
platesmania/ZGL 53091.jpg	ZGL 53091	150,506;314,510;312,550;146,545		
platesmania/WB 6631P.jpg	WB 6631P	171,710;439,785;443,858;181,776		
platesmania/D9 OOO01.jpg	D9 OOO01	328,598;575,634;570,696;325,659		
platesmania/NDZ 23553.jpg	NDZ 23553	265,566;495,568;494,619;263,615		
platesmania/ZKO 94L6.jpg	ZKO 94L6	379,843;687,863;686,929;376,904		
platesmania/WPR 9748C.jpg	WPR 9748C	917,924;1217,927;1218,987;916,986		
platesmania/WM 6873G.jpg	WM 6873G	409,683;554,720;550,751;404,715		
platesmania/NBA 9C61.jpg	NBA 9C61	832,782;994,765;994,801;831,817		
platesmania/BSI 12HV.jpg	BSI 12HV;AA 1365PK	721,671;1003,676;1006,727;722,725	54,416;190,415;191,442;54,442	
platesmania/GKW 86V6.jpg	GKW 86V6	907,920;1023,911;1024,937;907,945		
platesmania/WSI 28TT.jpg	WSI 28TT	807,1024;940,1027;939,1056;806,1054		
platesmania/BI 7196T.jpg	BI 7196T	612,1332;768,1339;767,1370;609,1363		
platesmania/WLS 12680.jpg	WLS 12680	947,755;1101,727;1110,765;953,798		
platesmania/WB 0607M.jpg	WB 0607M	458,835;571,840;571,864;457,858		
platesmania/PP 1036H.jpg	PP 1036H	473,823;624,826;625,858;471,854		
platesmania/LZA 46255.jpg	LZA 46255	730,878;924,886;924,926;729,919		
platesmania/WO 05975.jpg	WO 05975	975,578;1269,502;1282,578;990,666		
platesmania/KMI 4H75.jpg	KMI 4H75	448,616;837,615;840,688;447,691		
platesmania/PO 248PG.jpg	PO 248PG	276,801;456,803;461,843;277,842		
platesmania/KR 194FY.jpg	KR 194FY	1208,931;1423,925;1425,974;1209,982		
platesmania/GKW 8CV2.jpg	GKW 8CV2	486,856;591,861;592,885;484,880		
platesmania/KN 1117P.jpg	KN 1117P	1258,1057;1408,1055;1409,1086;1258,1089		
platesmania/WGS 7L69.jpg	WGS 7L69	319,937;555,949;554,999;319,988		
platesmania/GD 536PJ.jpg	GD 536PJ	1267,836;1356,807;1349,844;1259,878		
platesmania/RZ 00172.jpg	RZ 00172	896,666;1086,637;1091,687;899,723		
platesmania/NE 51525.jpg	NE 51525	783,591;939,588;937,624;782,627		
platesmania/WPR 2815M.jpg	WPR 2815M	656,512;988,514;990,581;654,576		
platesmania/SC 7946M.jpg	SC 7946M	883,897;1037,873;1037,903;883,930		
platesmania/PO 458RE.jpg	PO 458RE	230,793;381,823;373,864;226,832		
platesmania/D2 9537.jpg	D2 9537	674,931;887,935;885,978;672,973		
platesmania/DW 7N777.jpg	DW 7N777	792,851;958,855;957,891;790,883		
platesmania/NKE HF26.jpg	NKE HF26	312,651;411,686;410,719;310,683		
platesmania/LU 214FJ.jpg	LU 214FJ	245,796;460,800;458,847;244,843		
platesmania/OPO GL66.jpg	OPO GL66	514,518;835,529;830,589;505,578		
platesmania/RLU M123.jpg	RLU M123	712,674;1050,624;1055,697;719,756		
platesmania/WP 0453J.jpg	WP 0453J	421,778;590,777;588,815;417,815		
platesmania/WE 160MV.jpg	WE 160MV	607,1035;917,1046;909,1106;599,1091		
platesmania/SB 9375T.jpg	SB 9375T	398,541;619,544;617,589;395,587		
platesmania/WD 3708G.jpg	WD 3708G	916,682;1207,676;1214,737;922,746		
platesmania/LU 287GF.jpg	LU 287GF	353,825;472,833;472,860;353,851		
platesmania/TK 6898K.jpg	TK 6898K	542,706;727,704;727,742;542,745		
platesmania/WOT 37597.jpg	WOT 37597	399,734;505,740;504,763;399,758		
platesmania/BSI 77SV.jpg	BSI 77SV	425,817;543,820;542,844;424,841		
platesmania/LJA 74MS.jpg	LJA 74MS	236,829;438,833;437,878;237,872		
platesmania/OP 6976G.jpg	OP 6976G	659,703;933,703;927,761;655,758		
platesmania/RZ 9028M.jpg	RZ 9028M	179,439;419,470;409,547;170,504		
platesmania/ZK 1364E.jpg	ZK 1364E	1247,958;1406,932;1405,977;1246,1006		
platesmania/EL 2409A.jpg	EL 2409A	298,758;449,763;444,801;291,795		
platesmania/NO 49730.jpg	NO 49730	103,625;227,669;227,717;104,669		
platesmania/WZ 3979S.jpg	WZ 3979S	865,1002;1127,992;1126,1048;863,1059		
platesmania/LKS 67H2.jpg	LKS 67H2	428,667;732,682;725,746;418,731		
platesmania/BSU 36LM.jpg	BSU 36LM	1191,670;1378,633;1374,692;1185,733		
platesmania/PO 2AS69.jpg	PO 2AS69	772,819;1100,820;1098,886;772,885		
platesmania/CTR 57Y5.jpg	CTR 57Y5	830,879;1037,866;1037,911;831,925		
platesmania/WSC 95XA.jpg	WSC 95XA	1244,1028;1397,1000;1398,1030;1244,1063		
platesmania/WJ 34181.jpg	WJ 34181	872,907;1269,903;1269,979;871,984		
platesmania/WPI EY29.jpg	WPI EY29	503,853;806,854;807,918;501,914		
platesmania/WB 3775G.jpg	WB 3775G	341,523;642,548;631,616;330,584		
platesmania/BGR 10136.jpg	BGR 10136	373,473;525,472;525,503;371,504		
platesmania/SZ 96096.jpg	SZ 96096	918,947;1037,947;1037,973;918,973		
platesmania/SRB 6L34.jpg	SRB 6L34	1106,786;1355,786;1365,838;1112,838		
platesmania/LRA 20235.jpg	LRA 20235	772,981;946,972;947,1007;772,1015		
platesmania/WE 01175.jpg	WE 01175	277,629;485,683;484,738;277,680		
platesmania/TK 0535U.jpg	TK 0535U	299,777;642,804;641,885;296,850		
platesmania/DZL SY63.jpg	DZL SY63	241,331;434,338;431,378;237,368		
platesmania/TKN 27279.jpg	TKN 27279	1246,996;1452,970;1442,1016;1242,1040		
platesmania/NSZ 79WK.jpg	NSZ 79WK	219,697;348,726;350,766;226,733		
platesmania/RZ 6579T.jpg	RZ 6579T	440,669;694,738;687,819;435,740		
platesmania/FZA 22374.jpg	FZA 22374	1254,912;1380,879;1374,920;1249,958		
platesmania/FSU 12521.jpg	FSU 12521	324,795;579,812;578,866;321,847		
platesmania/SD 48240.jpg	SD 48240	1234,939;1385,926;1384,966;1232,979		
platesmania/WPU 31363.jpg	WPU 31363	411,768;486,773;487,794;411,788		
platesmania/DW 98495.jpg	DW 98495	1191,883;1420,834;1409,892;1181,944		
platesmania/PZ 148NN.jpg	PZ 148NN	210,694;296,699;295,719;210,714		
platesmania/TK 2440J.jpg	TK 2440J;ZLOMB07	876,967;1077,940;1075,983;873,1010	1127,932;1224,915;1223,937;1127,955	
platesmania/NO 92536.jpg	NO 92536	626,655;873,668;867,716;621,706		
platesmania/GD 9999V.jpg	GD 9999V	216,781;433,822;429,878;213,838		
platesmania/SK 333JC.jpg	SK 333JC	602,801;993,742;997,813;612,877		
platesmania/WPZ 32089.jpg	WPZ 32089;NO 4125K	647,777;946,797;930,856;632,838	801,179;852,171;852,183;802,191	
platesmania/LBI 4J97.jpg	LBI 4J97	929,878;1039,875;1039,898;928,900		
platesmania/LKR 28186.jpg	LKR 28186;TKN Y955	1029,477;1260,429;1270,487;1038,540	11,196;142,185;145,211;14,220	
platesmania/WE 037GR.jpg	WE 037GR	975,919;1087,916;1086,941;974,942		
platesmania/SG 6666L.jpg	SG 6666L	410,775;838,795;837,881;417,853		
platesmania/WS 71398.jpg	WS 71398	256,769;536,809;539,884;260,835		
platesmania/CIN 88497.jpg	CIN 88497	674,650;986,662;982,719;668,707		
platesmania/GD 31419.jpg	GD 31419	465,755;778,757;781,825;472,820		
platesmania/WSI 8KC8.jpg	WSI 8KC8	333,919;458,926;457,951;332,946		
platesmania/RZE 20723.jpg	RZE 20723	707,681;991,672;994,728;708,735		
platesmania/NNI 18680.jpg	NNI 18680	277,759;476,778;473,825;276,803		
platesmania/PO 8Y074.jpg	PO 8Y074	1086,1076;1206,1078;1205,1104;1086,1101		
platesmania/G2 MIRKA.jpg	G2 MIRKA	1180,1044;1431,1018;1441,1074;1193,1102		
platesmania/DW 53220.jpg	DW 53220	677,736;790,741;789,765;676,759		
platesmania/TOP 15XL.jpg	TOP 15XL	310,759;465,765;467,805;309,798		
platesmania/SB 1493N.jpg	SB 1493N	389,869;764,901;764,980;389,947		
platesmania/KWA 6C39.jpg	KWA 6C39	654,483;849,480;852,520;656,521		
platesmania/GWE 1900G.jpg	GWE 1900G	1184,857;1366,824;1365,861;1185,894		
platesmania/LLU 31185.jpg	LLU 31185	894,887;1000,885;1000,907;894,907		
platesmania/DWL 54VY.jpg	DWL 54VY	376,772;568,781;564,824;372,815		
platesmania/SC 2282S.jpg	SC 2282S	797,793;1030,760;1029,812;798,845		
platesmania/SZA 71427.jpg	SZA 71427	1090,684;1351,639;1351,708;1090,758		
platesmania/TST 23707.jpg	TST 23707	476,635;803,667;796,744;466,702		
platesmania/NO 66498.jpg	NO 66498	1085,804;1221,797;1218,834;1082,841		
platesmania/WPR 2615E.jpg	WPR 2615E	1012,774;1139,770;1146,799;1017,803		
platesmania/LRA 77Y5.jpg	LRA 77Y5	687,616;754,613;754,628;687,631		
platesmania/WW 362XU.jpg	WW 362XU	532,866;771,890;770,949;532,921		
platesmania/DL 73333.jpg	DL 73333	165,822;302,818;301,850;166,851		
platesmania/ZS 723GN.jpg	ZS 723GN	646,1030;783,1033;782,1061;646,1056		
platesmania/RLU J865.jpg	RLU J865	295,517;481,534;475,592;292,572		
platesmania/WGM 28925.jpg	WGM 28925	982,849;1096,839;1097,865;982,873		
platesmania/NWE X464.jpg	NWE X464	1031,825;1136,818;1137,841;1033,849		
platesmania/GSP 18XR.jpg	GSP 18XR	411,780;606,789;606,830;412,821		
platesmania/CLI 58GS.jpg	CLI 58GS	241,548;441,557;441,599;241,589		
platesmania/WF 4159M.jpg	WF 4159M	538,688;682,682;682,713;537,722		
platesmania/WS 74941.jpg	WS 74941	792,744;905,743;904,769;791,772		
platesmania/GD 5489F.jpg	GD 5489F	782,929;927,916;928,946;784,959		
platesmania/WH 53855.jpg	WH 53855;SK 276HU	799,1032;1018,1036;1016,1078;798,1074	1130,30;1277,34;1277,63;1132,61	
platesmania/WB 1964L.jpg	WB 1964L	419,852;533,858;532,882;417,875		
platesmania/RPR 23446.jpg	RPR 23446	288,675;404,677;403,702;288,700		
platesmania/LBI 63V1.jpg	LBI 63V1	422,823;542,827;541,851;421,848		
platesmania/WWY 31706.jpg	WWY 31706	331,960;440,968;439,990;330,982		
platesmania/PO 7CW29.jpg	PO 7CW29	1238,1042;1408,1047;1407,1081;1237,1077		
platesmania/CTR V374.jpg	CTR V374	436,858;554,863;553,887;435,882		
platesmania/RZ 6486R.jpg	RZ 6486R	356,647;609,686;608,743;358,705		
platesmania/NOE W405.jpg	NOE W405	1101,735;1305,720;1298,775;1097,796		
platesmania/LC 66335.jpg	LC 66335	177,415;359,421;356,461;175,455		
platesmania/LLU 27280.jpg	LLU 27280	342,1250;456,1255;460,1281;343,1275		
platesmania/LB 95010.jpg	LB 95010	475,896;593,900;593,924;474,921		
platesmania/CBR 9F38.jpg	CBR 9F38	1274,790;1431,771;1445,813;1286,837		
platesmania/GKA PF82.jpg	GKA PF82	144,506;302,526;304,565;144,545		
platesmania/WZ 6074E.jpg	WZ 6074E	938,557;1117,534;1124,577;946,601		
platesmania/RZE 44685.jpg	RZE 44685	1172,738;1479,732;1484,793;1177,800		
platesmania/WOT 42J6.jpg	WOT 42J6	547,1160;712,1162;712,1198;545,1194		
platesmania/NO 47650.jpg	NO 47650	182,727;425,770;423,835;181,787		
platesmania/KWA 09320.jpg	KWA 09320	1138,743;1421,674;1411,742;1131,814		
platesmania/NO 59422.jpg	NO 59422	614,565;858,554;858,607;612,618		
platesmania/SRB C398.jpg	SRB C398	360,884;743,875;750,950;371,954		
platesmania/BSU 87RJ.jpg	BSU 87RJ	934,897;1055,894;1053,920;933,924		
platesmania/LLU 40104.jpg	LLU 40104	325,1120;418,1118;421,1139;327,1141		
platesmania/WML G568.jpg	WML G568	882,595;1118,584;1117,645;883,658		
platesmania/LZ 59702.jpg	LZ 59702	422,745;732,753;731,816;418,807		
platesmania/OST 7X22.jpg	OST 7X22	966,869;1308,819;1301,901;958,950		
platesmania/WPR 1662E.jpg	WPR 1662E	922,901;1112,883;1113,925;923,943		
platesmania/NOL 23314.jpg	NOL 23314	1048,725;1208,681;1210,724;1050,771		
platesmania/PO 143VM.jpg	PO 143VM	893,905;1008,904;1007,928;892,929		
platesmania/OP 9404E.jpg	OP 9404E	526,911;699,923;699,959;526,948		
platesmania/W4 EKERT.jpg	W4 EKERT	698,726;844,717;845,750;698,759		
platesmania/GD 639PP.jpg	GD 639PP	683,464;998,459;1000,518;685,523		
platesmania/RZ 2669R.jpg	RZ 2669R	912,784;1092,725;1091,772;910,833		
platesmania/LLB 51880.jpg	LLB 51880	1185,842;1518,832;1525,905;1189,917		
platesmania/EZG 45085.jpg	EZG 45085	221,539;418,542;417,584;220,580		
platesmania/STA 67196.jpg	STA 67196	219,641;302,644;301,663;218,660		
platesmania/NO 6485H.jpg	NO 6485H	429,934;475,938;474,952;428,948		
platesmania/SZY 05J7.jpg	SZY 05J7	337,699;462,708;460,742;333,731		
platesmania/LLU 19382.jpg	LLU 19382	897,895;1012,892;1012,915;897,918		
platesmania/CTR 15VC.jpg	CTR 15VC	1022,947;1166,945;1166,976;1020,978		
platesmania/LC 51931.jpg	LC 51931	113,820;238,879;240,912;115,852		
platesmania/WF 5787H.jpg	WF 5787H	824,810;1240,779;1239,865;824,903		
platesmania/G2 RAM.jpg	G2 RAM	959,869;1168,841;1168,892;957,923		
platesmania/RLU X776.jpg	RLU X776	600,578;895,580;892,638;600,637		
platesmania/GDA 65R3.jpg	GDA 65R3	705,662;1095,669;1090,747;701,735		
platesmania/LU 002FE.jpg	LU 002FE	885,920;1060,895;1061,935;887,962		
platesmania/KBC 34491.jpg	KBC 34491	372,422;522,423;522,455;371,455		
platesmania/GD 0777J.jpg	GD 0777J	196,582;402,625;389,689;182,639		
platesmania/SBE CL73.jpg	SBE CL73	724,833;1070,847;1067,914;721,898		
platesmania/DSR 05202.jpg	DSR 05202	480,581;766,599;758,657;471,640		
platesmania/SG 3000T.jpg	SG 3000T	878,841;1227,825;1214,897;870,919		
platesmania/GD 063NP.jpg	GD 063NP	772,682;1014,644;1023,696;782,740		
platesmania/CG 88796.jpg	CG 88796	928,889;1133,870;1131,916;927,937		
platesmania/PZ 770ML.jpg	PZ 770ML	115,687;219,692;217,727;117,722		
platesmania/CIN 81605.jpg	CIN 81605	619,693;964,660;970,731;625,765		
platesmania/WI 138EE.jpg	WI 138EE	657,735;777,725;776,755;656,765		
platesmania/WS 97091.jpg	WS 97091	532,1070;686,1070;686,1104;532,1104		
platesmania/DOA 45737.jpg	DOA 45737	251,494;444,497;443,535;248,531		
platesmania/RZ 7228G.jpg	RZ 7228G	252,744;548,822;534,895;242,803		
platesmania/ZK 7990C.jpg	ZK 7990C;RLU 47C4	196,829;372,895;372,956;198,886	1441,373;1503,377;1501,390;1440,385	
